Clé,Country Code,Country Name,Region,Year,GDP (US$),Population (number),HDI,rank legatum index,score legatum,HAQ,Life expectancy,NumbeEasternr of Hospitals,Number of General hospitals,Number of Publicly owned hospitals,Number of Not-for-profit privately owned hospitals,Number of For-profit privately owned hospitals,Total hospital beds,Number of Beds in publicly owned hospitals,Number of Beds in not-for-profit privately owned hospitals,Number of Beds in for-profit privately owned hospitals,Number of Generalist medical practitioners,Number of Specialist medical practitioners,Number of Medical doctors not further defined,Number of Practising nurses,Remuneration of hospital nurses,Remuneration of specialists,Remuneration of general practitioners, Share of gross domestic product (in %) -  All financing schemes, Share of current expenditure on health (in %) -  Government/compulsory schemes, Share of gross domestic product (in %) -  Government/compulsory schemes, Share of current expenditure on health (in %) -  Household out-of-pocket payments, Share of gross domestic product (in %) -  Household out-of-pocket payments, Share of current expenditure on health (in %) - Voluntary health care payment schemes, Share of gross domestic product (in %) -   Voluntary health care payment schemes, Share of current expenditure on health (in %) -  Voluntary schemes/household out-of-pocket payments, Share of gross domestic product (in %) -  Voluntary schemes/household out-of-pocket payments,R&D expenses as PC_GDP (total GOV),R&D expenses as PC_GDP (total HES),R&D expenses as PC_GDP (total BES),R&D expenses as PC_GDP (total),Number schools,Total Fees per Year (USD) MIN,Total Fees per Year (USD) MAX
NLD2020,NLD,Netherlands,Western Europe,2020,9.14E+11,1.74E+07,0.939,6,82.25788278,NA,NA,618,75,0,134,484,50777,0,50777,0,31037,35833,0,193206,68590,183744,127128,11.153,84.921,9.472,9.279,1.035,5.8,0.647,15.079,1.682,0.13,0.64,1.54,2.31,8,11805,26259
NOR2010,NOR,Norway,Western Europe,2010,4.29E+11,4889252,0.941,3,82.508816,88,81.156,0,0,0,0,0,21044,16185,0,0,4039,8151,7924,78857,74270,127660,0,8.906,84.681,7.541,15.046,1.34,0.222,0.02,15.268,1.36,0.27,0.53,0.85,1.65,4,8911,15326
NOR2015,NOR,Norway,Western Europe,2015,3.86E+11,5188607,0.953,1,82.84985163,90.5,81.912,0,0,0,0,0,19519,14956,0,0,4592,9443,9069,89836,65045,118152,0,10.131,85.515,8.664,14.143,1.433,0.343,0.035,14.485,1.468,0.29,0.6,1.04,1.94,4,8911,15326
NOR2019,NOR,Norway,Western Europe,2019,4.05E+11,5347896,0.961,NA,NA,NA,NA,0,0,0,0,0,18555,14087,0,0,5162,11217,10193,95624,66986,119605,0,10.536,85.82,9.042,13.86,1.46,0.32,0.034,14.18,1.494,0.27,0.74,1.14,2.16,4,8911,15326
NOR2020,NOR,Norway,Western Europe,2020,3.62E+11,5379475,0.959,2,83.66981878,NA,NA,0,0,0,0,0,18281,13930,0,0,5310,11538,10513,96900,63596,114662,0,11.339,85.993,9.75,13.67,1.55,0.337,0.038,14.007,1.588,0.28,0.76,1.24,2.28,4,8911,15326
NPL2010,NPL,Nepal,Asia-Pacific,2010,1.60E+10,2.70E+07,0.543,129,43.99532338,48.2,67.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL2015,NPL,Nepal,Asia-Pacific,2015,2.44E+10,2.70E+07,0.579,116,48.33440071,50.8,69.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL2019,NPL,Nepal,Asia-Pacific,2019,3.42E+10,2.86E+07,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL2020,NPL,Nepal,Asia-Pacific,2020,3.34E+10,2.91E+07,0.604,114,50.16152685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NZL2010,NZL,New Zealand,Asia-Pacific,2010,1.47E+11,4350700,0.922,7,80.76961631,84.2,80.86,165,67,87,31,47,11948,9937,480,1531,4757,5577,1078,43789,52157,123918,0,9.593,81.172,7.787,11.958,1.147,6.87,0.659,18.828,1.806,NA,NA,NA,NA,NA,NA,NA
NZL2015,NZL,New Zealand,Asia-Pacific,2015,1.78E+11,4609400,0.931,6,81.65802806,86.2,81.713,165,58,85,28,52,12474,10528,452,1494,5963,7609,411,47120,53950,134494,0,9.283,78.989,7.333,13.365,1.241,7.646,0.71,21.011,1.951,NA,NA,NA,NA,NA,NA,NA
NZL2019,NZL,New Zealand,Asia-Pacific,2019,2.13E+11,4979200,0.937,NA,NA,NA,NA,160,51,83,26,51,12667,10763,446,1458,6821,9754,237,50976,57461,139559,0,9.049,79.634,7.206,NA,NA,NA,NA,20.366,1.843,NA,NA,NA,NA,NA,NA,NA
NZL2020,NZL,New Zealand,Asia-Pacific,2020,2.12E+11,5090200,0.936,8,81.06210021,NA,NA,159,49,83,26,50,12684,10784,440,1460,6210,10939,299,53933,57024,139175,0,9.719,80.098,7.785,NA,NA,NA,NA,19.902,1.934,NA,NA,NA,NA,NA,NA,NA
OMN2010,OMN,Oman,Middle East and North Africa,2010,6.50E+10,3041435,0.788,57,59.10602879,72.9,75.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22500,41500
OMN2015,OMN,Oman,Middle East and North Africa,2015,7.87E+10,4267341,0.823,63,58.89313593,77.1,76.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22500,41500
OMN2019,OMN,Oman,Middle East and North Africa,2019,8.81E+10,4974992,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22500,41500
OMN2020,OMN,Oman,Middle East and North Africa,2020,7.40E+10,5106622,0.827,66,60.22596801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22500,41500
PAK2010,PAK,Pakistan,Asia-Pacific,2010,1.77E+11,1.79E+08,0.505,149,39.50972931,41.2,65.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAK2015,PAK,Pakistan,Asia-Pacific,2015,2.71E+11,1.99E+08,0.534,152,39.76537817,43.1,66.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAK2019,PAK,Pakistan,Asia-Pacific,2019,3.21E+11,2.17E+08,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAK2020,PAK,Pakistan,Asia-Pacific,2020,3.00E+11,2.21E+08,0.543,140,44.12060552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAN2010,PAN,Panama,Latin America and the Caribbean,2010,2.94E+10,3642691,0.773,47,62.81171185,62.2,76.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAN2015,PAN,Panama,Latin America and the Caribbean,2015,5.41E+10,3968490,0.8,48,63.39889655,64.4,77.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAN2019,PAN,Panama,Latin America and the Caribbean,2019,6.70E+10,4246440,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAN2020,PAN,Panama,Latin America and the Caribbean,2020,5.40E+10,4314768,0.801,49,64.29990083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PER2010,PER,Peru,Latin America and the Caribbean,2010,1.48E+11,2.90E+07,0.725,61,57.94812056,65.9,74.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PER2015,PER,Peru,Latin America and the Caribbean,2015,1.90E+11,3.05E+07,0.759,61,59.28352587,69.6,75.792,0,0,0,0,0,0,0,0,0,0,0,0,62954,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PER2019,PER,Peru,Latin America and the Caribbean,2019,2.28E+11,3.25E+07,0.78,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PER2020,PER,Peru,Latin America and the Caribbean,2020,2.02E+11,3.30E+07,0.762,56,61.34712231,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHL2010,PHL,Philippines,Asia-Pacific,2010,2.08E+11,9.40E+07,0.674,90,53.37818603,49.6,69.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHL2015,PHL,Philippines,Asia-Pacific,2015,3.06E+11,1.02E+08,0.698,77,56.89246607,52,70.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHL2019,PHL,Philippines,Asia-Pacific,2019,3.77E+11,1.08E+08,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHL2020,PHL,Philippines,Asia-Pacific,2020,3.62E+11,1.10E+08,0.71,82,57.10076979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNG2010,PNG,Papua New Guinea,Asia-Pacific,2010,1.43E+10,7310512,0.499,117,47.29598118,35.8,62.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNG2015,PNG,Papua New Guinea,Asia-Pacific,2015,2.17E+10,8107772,0.541,119,47.28335661,38.6,63.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNG2019,PNG,Papua New Guinea,Asia-Pacific,2019,2.48E+10,8776119,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNG2020,PNG,Papua New Guinea,Asia-Pacific,2020,2.47E+10,8947027,0.56,127,46.82450653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POL2010,POL,Poland,Eastern Europe,2010,4.80E+11,3.80E+07,0.841,34,68.10798094,76.3,76.33,953,836,607,0,346,251456,190175,0,61281,17484,65717,0,200769,14355,20761,28186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12038,20571
POL2015,POL,Poland,Eastern Europe,2015,4.78E+11,3.80E+07,0.868,30,70.14976193,79.6,77.859,1067,967,0,0,0,252029,0,0,0,14618,73819,0,197381,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12038,20571
POL2019,POL,Poland,Eastern Europe,2019,5.97E+11,3.80E+07,0.881,NA,NA,NA,NA,1236,890,747,25,464,234417,186322,3683,44412,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12038,20571
POL2020,POL,Poland,Eastern Europe,2020,5.97E+11,3.79E+07,0.876,36,69.96224963,NA,NA,1237,898,744,17,476,234617,186163,3122,45332,0,0,0,0,21919,23073,36944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12038,20571
KOR2010,KOR,Korea,Asia-Pacific,2010,1.14E+12,49554112,,27,71.81450745,83.9,80.432,2809,1466,192,2617,0,432876,56194,376682,0,27203,71090,0,228614,31497,106908,44218,5.917,60.926,3.605,34.019,2.013,5.055,0.299,39.074,2.312,0.42,0.36,2.48,3.32,NA,NA,NA
KOR2015,KOR,Korea,Asia-Pacific,2015,1.47E+12,51014947,,27,72.06244058,85.8,82.1,3678,1829,211,3467,0,592262,63220,529042,0,30866,83456,0,303133,37977,133545,60831,6.658,58.854,3.919,33.653,2.241,7.493,0.499,41.146,2.74,0.47,0.36,3.08,3.98,NA,NA,NA
KOR2019,KOR,Korea,Asia-Pacific,2019,1.65E+12,51764822,,NA,NA,NA,NA,4020,1842,219,3801,0,643440,62240,581200,0,34736,92522,0,410694,42740,156742,71735,8.141,60.981,4.964,30.245,2.462,8.774,0.714,39.019,3.177,0.46,0.38,3.72,4.63,NA,NA,NA
KOR2020,KOR,Korea,Asia-Pacific,2020,1.64E+12,51836239,,28,73.64529009,NA,NA,4106,1873,222,3884,0,655888,63417,592471,0,35449,94565,0,433993,43297,160387,74965,8.364,62.572,5.234,27.75,2.321,9.678,0.81,37.428,3.131,0.49,0.43,3.81,4.81,NA,NA,NA
PRT2010,PRT,Portugal,Western Europe,2010,2.38E+11,1.06E+07,0.829,28,71.73931346,81.9,79.995,231,170,129,50,52,35646,26048,6533,3065,21170,20956,0,0,24729,62638,67463,10.033,66.564,6.678,24.708,2.479,8.728,0.876,33.436,3.355,0.11,0.57,0.71,1.54,8,6993,17832
PRT2015,PRT,Portugal,Western Europe,2015,1.99E+11,1.04E+07,0.85,26,72.65284207,84.5,81.224,225,169,114,54,57,34890,24027,6980,3883,24940,24296,0,0,19183,44751,47797,9.316,61.73,5.751,29.535,2.752,8.735,0.814,38.27,3.565,0.08,0.57,0.58,1.24,8,6993,17832
PRT2019,PRT,Portugal,Western Europe,2019,2.40E+11,1.03E+07,0.867,NA,NA,NA,NA,240,178,113,57,70,36092,24386,7171,4535,29079,26998,0,0,20881,48714,45654,9.514,60.849,5.789,30.607,2.912,8.544,0.813,39.151,3.725,0.07,0.56,0.73,1.4,8,6993,17832
PRT2020,PRT,Portugal,Western Europe,2020,2.29E+11,1.03E+07,0.863,27,74.18775317,NA,NA,241,179,113,57,71,36332,24424,7175,4733,30098,27728,0,0,21463,48225,49756,10.549,64.522,6.807,27.797,2.932,7.681,0.81,35.478,3.743,0.08,0.58,0.92,1.62,8,6993,17832
PRY2010,PRY,Paraguay,Latin America and the Caribbean,2010,2.71E+10,6248017,0.685,86,53.87533527,58.6,72.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY2015,PRY,Paraguay,Latin America and the Caribbean,2015,3.62E+10,6688746,0.723,91,54.9693168,60.4,73.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY2019,PRY,Paraguay,Latin America and the Caribbean,2019,3.79E+10,7044639,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY2020,PRY,Paraguay,Latin America and the Caribbean,2020,3.54E+10,7132530,0.73,79,57.3904128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QAT2010,QAT,Qatar,Middle East and North Africa,2010,1.25E+11,1856329,0.834,45,63.96541059,83.1,79.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63753,85625
QAT2015,QAT,Qatar,Middle East and North Africa,2015,1.62E+11,2565708,0.846,44,65.61000457,85.2,79.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63753,85625
QAT2019,QAT,Qatar,Middle East and North Africa,2019,1.76E+11,2832071,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63753,85625
QAT2020,QAT,Qatar,Middle East and North Africa,2020,1.44E+11,2881060,0.854,45,66.4386853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63753,85625
ROU2010,ROU,Romania,Eastern Europe,2010,1.66E+11,2.02E+07,0.807,48,62.53567937,71.1,74.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6551,13894
ROU2015,ROU,Romania,Eastern Europe,2015,1.78E+11,1.98E+07,0.813,49,63.32869111,74.4,75.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6551,13894
ROU2019,ROU,Romania,Eastern Europe,2019,2.50E+11,1.94E+07,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6551,13894
ROU2020,ROU,Romania,Eastern Europe,2020,2.50E+11,1.93E+07,0.824,47,65.25741542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6551,13894
RUS2010,RUS,Russian Federation,Eastern Europe,2010,1.52E+12,1.43E+08,0.796,82,54.81808581,68.5,68.715,0,0,0,0,0,1339492,0,0,0,47754,0,0,1038459,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUS2015,RUS,Russian Federation,Eastern Europe,2015,1.36E+12,1.44E+08,0.824,75,57.15210115,71.7,71.464,0,0,0,0,0,1222009,0,0,0,45555,0,0,1245594,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUS2019,RUS,Russian Federation,Eastern Europe,2019,1.69E+12,1.44E+08,0.845,NA,NA,NA,NA,0,0,0,0,0,1173568,0,0,0,47573,0,0,1244755,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUS2020,RUS,Russian Federation,Eastern Europe,2020,1.49E+12,1.44E+08,0.83,73,58.66109719,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RWA2010,RWA,Rwanda,Sub-Saharan Africa,2010,6.12E+09,1.00E+07,0.489,107,49.43663915,47,63.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RWA2015,RWA,Rwanda,Sub-Saharan Africa,2015,8.54E+09,1.14E+07,0.515,104,52.28210952,47.8,67.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RWA2019,RWA,Rwanda,Sub-Saharan Africa,2019,1.04E+10,1.26E+07,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RWA2020,RWA,Rwanda,Sub-Saharan Africa,2020,1.02E+10,1.30E+07,0.532,105,53.14812524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAU2010,SAU,Saudi Arabia,Middle East and North Africa,2010,5.28E+11,2.74E+07,0.816,84,54.51564942,77,73.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,23500,46500
SAU2015,SAU,Saudi Arabia,Middle East and North Africa,2015,6.54E+11,3.17E+07,0.859,79,56.5371946,79.4,74.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,23500,46500
SAU2019,SAU,Saudi Arabia,Middle East and North Africa,2019,8.04E+11,3.43E+07,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,23500,46500
SAU2020,SAU,Saudi Arabia,Middle East and North Africa,2020,7.03E+11,3.48E+07,0.87,71,58.86680392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,23500,46500
SDN2010,SDN,Sudan,Sub-Saharan Africa,2010,7.42E+10,3.45E+07,0.486,152,38.97877517,47.4,62.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN2015,SDN,Sudan,Sub-Saharan Africa,2015,8.50E+10,3.89E+07,0.508,159,36.64376232,50.1,64.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN2019,SDN,Sudan,Sub-Saharan Africa,2019,3.23E+10,4.28E+07,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN2020,SDN,Sudan,Sub-Saharan Africa,2020,2.70E+10,4.38E+07,0.51,159,36.77533808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEN2010,SEN,Senegal,Sub-Saharan Africa,2010,1.61E+10,1.27E+07,0.468,112,48.49515964,42.9,64.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEN2015,SEN,Senegal,Sub-Saharan Africa,2015,1.78E+10,1.46E+07,0.505,110,50.30779836,44.4,66.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEN2019,SEN,Senegal,Sub-Saharan Africa,2019,2.34E+10,1.63E+07,0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEN2020,SEN,Senegal,Sub-Saharan Africa,2020,2.45E+10,1.67E+07,0.513,107,52.28178422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGP2010,SGP,Singapore,Asia-Pacific,2010,2.40E+11,5076732,0.91,16,78.01739757,84.2,81.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGP2015,SGP,Singapore,Asia-Pacific,2015,3.08E+11,5535002,0.93,17,78.47835251,86.3,82.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGP2019,SGP,Singapore,Asia-Pacific,2019,3.75E+11,5703569,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGP2020,SGP,Singapore,Asia-Pacific,2020,3.45E+11,5685807,0.939,15,79.2238672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLE2010,SLE,Sierra Leone,Sub-Saharan Africa,2010,2.58E+09,6415636,0.427,145,41.13448695,38.2,49.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
